"Measure","Measure_Type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","confidence_interval","Numerator","Denominator","Samp_size"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","South East","All","7.6","6.2","2300","30800","172"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","South East","All","92.4","6.2","28400","30800","172"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","South East","All","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","South East","Men","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","South East","Men","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","South East","Men","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","South East","Women","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","South East","Women","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","South East","Women","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","South West","All","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","South West","All","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","South West","All","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","South West","Men","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","South West","Men","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","South West","Men","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","South West","Women","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","South West","Women","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","South West","Women","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","Wales","All","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","Wales","All","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","Wales","All","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","Wales","Men","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","Wales","Men","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","Wales","Men","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","Wales","Women","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","Wales","Women","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","Wales","Women","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","West Midlands","All","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","West Midlands","All","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","West Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","West Midlands","Men","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","West Midlands","Men","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","West Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","West Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","West Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","West Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2004","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2004","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2004","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","All","All","8.5","1.9","37800","446200","2000"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","All","All","91.5","1.9","408300","446200","2000"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","All","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","All","Men","8.1","2.9","16900","208900","874"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","All","Men","91.9","2.9","192100","208900","874"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","All","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","All","Women","8.8","2.6","21000","237200","1126"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","All","Women","91.2","2.6","216300","237200","1126"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","All","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","East Midlands","All","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","East Midlands","All","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","East Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","East Midlands","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","East Midlands","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","East Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","East Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","East Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","East Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","East of England","All","6.7","5.9","1800","26800","169"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","East of England","All","93.3","5.9","25000","26800","169"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","East of England","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","East of England","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","East of England","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","East of England","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","East of England","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","East of England","Women","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","East of England","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","London","All","8.5","2.8","22700","265900","982"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","London","All","91.5","2.8","243200","265900","982"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","London","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","London","Men","7.6","4.1","9100","119600","402"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","London","Men","92.4","4.1","110500","119600","402"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","London","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","London","Women","9.3","3.7","13600","146300","580"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","London","Women","90.7","3.7","132700","146300","580"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","London","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","North East","All","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","North East","All","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","North East","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","North East","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","North East","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","North East","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","North East","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","North East","Women","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","North East","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","North West","All","10.7","9.2","2100","19300","108"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","North West","All","89.3","9.2","17300","19300","108"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","North West","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","North West","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","North West","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","North West","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","North West","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","North West","Women","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","North West","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","Scotland","All","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","Scotland","All","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","Scotland","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","Scotland","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","Scotland","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","Scotland","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","Scotland","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","Scotland","Women","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","Scotland","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","South East","All","9.1","6.1","3100","33800","211"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","South East","All","90.9","6.1","30700","33800","211"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","South East","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","South East","Men","9","8.6","1600","17400","107"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","South East","Men","91","8.6","15800","17400","107"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","South East","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","South East","Women","9.2","8.8","1500","16400","104"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","South East","Women","90.8","8.8","14900","16400","104"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","South East","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","South West","All","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","South West","All","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","South West","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","South West","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","South West","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2004","Year","South West","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2004","Year","South West","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2004","Year","South West","Women","?","?","?","?","?"
