"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","York","Local authority","E06000014","Girls","58.2","Score out of 90","903","52542"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Derby","Local authority","E06000015","All","46.4","Score out of 90","3008","139431.03"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Derby","Local authority","E06000015","Boys","44.3","Score out of 90","1555","68948.01"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Derby","Local authority","E06000015","Girls","48.5","Score out of 90","1453","70483.02"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Derbyshire","Local authority","E10000007","All","49.9","Score out of 90","7625","380574.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Derbyshire","Local authority","E10000007","Boys","47","Score out of 90","3892","182749.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Derbyshire","Local authority","E10000007","Girls","53","Score out of 90","3733","197825"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Leicester","Local authority","E06000016","All","47.2","Score out of 90","4070","192148"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Leicester","Local authority","E06000016","Boys","43.9","Score out of 90","2074","90973.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Leicester","Local authority","E06000016","Girls","50.7","Score out of 90","1996","101174.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Leicestershire","Local authority","E10000018","All","50.3","Score out of 90","7412","372992"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Leicestershire","Local authority","E10000018","Boys","48.1","Score out of 90","3884","186755.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Leicestershire","Local authority","E10000018","Girls","52.8","Score out of 90","3528","186236.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Lincolnshire","Local authority","E10000019","All","50.5","Score out of 90","7860","397274.51"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Lincolnshire","Local authority","E10000019","Boys","47.6","Score out of 90","3957","188426.88"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Lincolnshire","Local authority","E10000019","Girls","53.5","Score out of 90","3903","208847.63"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","North Northamptonshire","Local authority","E06000061","All","48.1","Score out of 90","3753","180413"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","North Northamptonshire","Local authority","E06000061","Boys","45.2","Score out of 90","1853","83805.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","North Northamptonshire","Local authority","E06000061","Girls","50.8","Score out of 90","1900","96607.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Nottingham","Local authority","E06000018","All","45.8","Score out of 90","2932","134306.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Nottingham","Local authority","E06000018","Boys","43.6","Score out of 90","1513","65921"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Nottingham","Local authority","E06000018","Girls","48.2","Score out of 90","1419","68385.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Nottinghamshire","Local authority","E10000024","All","51.1","Score out of 90","8236","420775.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Nottinghamshire","Local authority","E10000024","Boys","48.7","Score out of 90","4173","203331.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Nottinghamshire","Local authority","E10000024","Girls","53.5","Score out of 90","4063","217444.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Rutland","Local authority","E06000017","All","55.3","Score out of 90","504","27855.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Rutland","Local authority","E06000017","Boys","52.6","Score out of 90","253","13318.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Rutland","Local authority","E06000017","Girls","57.9","Score out of 90","251","14536.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","West Northamptonshire","Local authority","E06000062","All","51.1","Score out of 90","4443","226918"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","West Northamptonshire","Local authority","E06000062","Boys","48.2","Score out of 90","2267","109261"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","West Northamptonshire","Local authority","E06000062","Girls","54.1","Score out of 90","2176","117657"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Birmingham","Local authority","E08000025","All","50.1","Score out of 90","14036","703789.17"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Birmingham","Local authority","E08000025","Boys","47.3","Score out of 90","7004","331364.26"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Birmingham","Local authority","E08000025","Girls","53","Score out of 90","7032","372424.91"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Coventry","Local authority","E08000026","All","48","Score out of 90","3827","183887.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Coventry","Local authority","E08000026","Boys","44.8","Score out of 90","1970","88191.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Coventry","Local authority","E08000026","Girls","51.5","Score out of 90","1857","95696"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Dudley","Local authority","E08000027","All","47.6","Score out of 90","3514","167149.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Dudley","Local authority","E08000027","Boys","44.7","Score out of 90","1845","82409.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Dudley","Local authority","E08000027","Girls","50.8","Score out of 90","1669","84740.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Herefordshire, County of","Local authority","E06000019","All","50.6","Score out of 90","1762","89072.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Herefordshire, County of","Local authority","E06000019","Boys","48.9","Score out of 90","924","45192.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Herefordshire, County of","Local authority","E06000019","Girls","52.4","Score out of 90","838","43880.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Sandwell","Local authority","E08000028","All","46.9","Score out of 90","4028","188727.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Sandwell","Local authority","E08000028","Boys","44.4","Score out of 90","2103","93350.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Sandwell","Local authority","E08000028","Girls","49.5","Score out of 90","1925","95376.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Shropshire","Local authority","E06000051","All","49.9","Score out of 90","3013","150425"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Shropshire","Local authority","E06000051","Boys","47.3","Score out of 90","1603","75839.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Shropshire","Local authority","E06000051","Girls","52.9","Score out of 90","1410","74585.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Solihull","Local authority","E08000029","All","51","Score out of 90","3157","161043.88"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Solihull","Local authority","E08000029","Boys","48.2","Score out of 90","1631","78646.63"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Solihull","Local authority","E08000029","Girls","54","Score out of 90","1526","82397.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Staffordshire","Local authority","E10000028","All","49.3","Score out of 90","8897","438853.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Staffordshire","Local authority","E10000028","Boys","46.1","Score out of 90","4630","213480.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Staffordshire","Local authority","E10000028","Girls","52.8","Score out of 90","4267","225372.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Stoke-on-Trent","Local authority","E06000021","All","45.1","Score out of 90","2672","120603.01"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Stoke-on-Trent","Local authority","E06000021","Boys","41.3","Score out of 90","1367","56513.76"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Stoke-on-Trent","Local authority","E06000021","Girls","49.1","Score out of 90","1305","64089.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Telford and Wrekin","Local authority","E06000020","All","50.2","Score out of 90","2174","109229.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Telford and Wrekin","Local authority","E06000020","Boys","47.7","Score out of 90","1112","52992.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Telford and Wrekin","Local authority","E06000020","Girls","53","Score out of 90","1062","56236.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Walsall","Local authority","E08000030","All","47.5","Score out of 90","3491","165678"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Walsall","Local authority","E08000030","Boys","44.5","Score out of 90","1798","80045.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Walsall","Local authority","E08000030","Girls","50.6","Score out of 90","1693","85632.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Warwickshire","Local authority","E10000031","All","52.9","Score out of 90","6225","329455.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Warwickshire","Local authority","E10000031","Boys","50","Score out of 90","3136","156838"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Warwickshire","Local authority","E10000031","Girls","55.9","Score out of 90","3089","172617.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Wolverhampton","Local authority","E08000031","All","50","Score out of 90","3100","154952.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Wolverhampton","Local authority","E08000031","Boys","46.3","Score out of 90","1572","72794.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Wolverhampton","Local authority","E08000031","Girls","53.8","Score out of 90","1528","82158"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Worcestershire","Local authority","E10000034","All","49.6","Score out of 90","5729","284127.51"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Worcestershire","Local authority","E10000034","Boys","46.6","Score out of 90","2939","136969.38"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Worcestershire","Local authority","E10000034","Girls","52.7","Score out of 90","2790","147158.13"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Bedford","Local authority","E06000055","All","48.6","Score out of 90","1989","96596.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Bedford","Local authority","E06000055","Boys","45.3","Score out of 90","1037","46992.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Bedford","Local authority","E06000055","Girls","52.1","Score out of 90","952","49604.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Cambridgeshire","Local authority","E10000003","All","52.7","Score out of 90","6039","318098.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2020-2021","Academic year","Cambridgeshire","Local authority","E10000003","Boys","49.9","Score out of 90","3139","156614.25"
